Topic, Languages, Maximum value, Length of L1, Length of L2, %L1, %L2, Diagonal>=2, Diagonal >=3, Diagonal>=4, Diagonal>=5
Caproni Ca.73,de.it,0.2222222222222222,16,3,12.5,66.66666666666666,yes,no,no,no
Caproni Ca.73,de.fr,0.29411764705882354,16,5,31.25,100.0,yes,yes,no,no
Caproni Ca.73,de.en,0.13793103448275862,16,6,18.75,50.0,yes,yes,no,no
Caproni Ca.73,it.fr,0.5,3,5,100.0,60.0,yes,yes,no,no
Caproni Ca.73,it.en,0.16,3,6,66.66666666666666,33.33333333333333,yes,no,no,no
Caproni Ca.73,fr.en,0.11538461538461539,5,6,80.0,33.33333333333333,yes,no,no,no
Fiat G.12,de.it,0.0,54,14,0.0,0.0,no,no,no,no
Fiat G.12,de.fr,0.0,54,71,0.0,0.0,no,no,no,no
Fiat G.12,de.en,0.0,54,8,0.0,0.0,no,no,no,no
Fiat G.12,it.fr,0.1,14,71,14.285714285714285,2.8169014084507045,yes,no,no,no
Fiat G.12,it.en,0.21875,14,8,28.57142857142857,50.0,yes,no,no,no
Fiat G.12,fr.en,0.0,71,8,0.0,0.0,no,no,no,no
Alfa Romeo Stelvio,fr.en,0.4090909090909091,9,2,22.22222222222222,100.0,yes,no,no,no
Fiat A.80,de.it,0.6470588235294118,9,9,66.66666666666666,66.66666666666666,yes,yes,yes,yes
Fiat A.80,de.fr,0.0,9,14,0.0,0.0,no,no,no,no
Fiat A.80,de.en,0.2,9,2,22.22222222222222,100.0,yes,no,no,no
Fiat A.80,it.fr,0.3333333333333333,9,14,22.22222222222222,14.285714285714285,yes,no,no,no
Fiat A.80,it.en,0.0,9,2,0.0,0.0,no,no,no,no
Fiat A.80,fr.en,0.0,14,2,0.0,0.0,no,no,no,no
Ala Littoria,de.it,0.0,16,9,0.0,0.0,no,no,no,no
Ala Littoria,de.fr,0.14814814814814814,16,8,12.5,25.0,yes,no,no,no
Ala Littoria,de.en,0.5294117647058824,16,9,18.75,33.33333333333333,yes,yes,no,no
Ala Littoria,it.fr,0.5454545454545454,9,8,66.66666666666666,75.0,yes,yes,no,no
Ala Littoria,it.en,0.0,9,9,0.0,0.0,no,no,no,no
Ala Littoria,fr.en,0.0,8,9,0.0,0.0,no,no,no,no
Giuseppe Merosi,de.it,0.3333333333333333,20,16,20.0,25.0,yes,no,no,no
Giuseppe Merosi,de.fr,0.375,20,23,40.0,39.130434782608695,yes,yes,no,no
Giuseppe Merosi,de.en,1.0,20,16,45.0,50.0,yes,yes,yes,yes
Giuseppe Merosi,it.fr,0.75,16,23,93.75,65.21739130434783,yes,yes,yes,yes
Giuseppe Merosi,it.en,0.3888888888888889,16,16,31.25,31.25,yes,yes,no,no
Giuseppe Merosi,fr.en,0.375,23,16,30.434782608695656,43.75,yes,yes,yes,no
King Long,de.it,0.5,63,12,3.1746031746031744,16.666666666666664,yes,no,no,no
King Long,de.fr,0.11538461538461539,63,12,3.1746031746031744,16.666666666666664,yes,no,no,no
King Long,de.en,0.35,63,19,9.523809523809524,31.57894736842105,yes,no,no,no
King Long,it.fr,0.25806451612903225,12,12,33.33333333333333,33.33333333333333,yes,no,no,no
King Long,it.en,0.6071428571428571,12,19,50.0,31.57894736842105,yes,yes,yes,yes
King Long,fr.en,0.5641025641025641,12,19,33.33333333333333,21.052631578947366,yes,yes,yes,no
CANT Z.1007,de.it,0.30303030303030304,19,69,31.57894736842105,8.695652173913043,yes,no,no,no
CANT Z.1007,de.fr,0.14893617021276595,19,58,10.526315789473683,3.4482758620689653,yes,no,no,no
CANT Z.1007,de.en,0.0,19,138,0.0,0.0,no,no,no,no
CANT Z.1007,it.fr,0.76,69,58,59.42028985507246,70.6896551724138,yes,yes,yes,yes
CANT Z.1007,it.en,1.0,69,138,40.57971014492754,20.28985507246377,yes,yes,yes,yes
CANT Z.1007,fr.en,0.5714285714285714,58,138,29.310344827586203,12.318840579710146,yes,yes,yes,yes
Avio Linee Italiane,de.it,0.125,14,7,28.57142857142857,57.14285714285714,yes,no,no,no
Avio Linee Italiane,de.fr,0.29411764705882354,14,14,28.57142857142857,28.57142857142857,yes,no,no,no
Avio Linee Italiane,de.en,0.0,14,19,0.0,0.0,no,no,no,no
Avio Linee Italiane,it.fr,0.22727272727272727,7,14,42.857142857142854,21.428571428571427,yes,yes,no,no
Avio Linee Italiane,it.en,0.0,7,19,0.0,0.0,no,no,no,no
Avio Linee Italiane,fr.en,1.0,14,19,28.57142857142857,21.052631578947366,yes,yes,yes,no
URSS W6 OSOAVIAKHIM,de.it,0.4666666666666667,52,36,36.53846153846153,52.77777777777778,yes,yes,yes,yes
URSS W6 OSOAVIAKHIM,de.fr,0.6666666666666666,52,34,38.46153846153847,61.76470588235294,yes,yes,yes,yes
URSS W6 OSOAVIAKHIM,de.en,0.3333333333333333,52,11,15.384615384615385,63.63636363636363,yes,yes,yes,no
URSS W6 OSOAVIAKHIM,it.fr,0.6363636363636364,36,34,69.44444444444444,73.52941176470588,yes,yes,yes,yes
URSS W6 OSOAVIAKHIM,it.en,0.42857142857142855,36,11,16.666666666666664,54.54545454545454,yes,yes,yes,no
URSS W6 OSOAVIAKHIM,fr.en,0.3684210526315789,34,11,17.647058823529413,54.54545454545454,yes,yes,no,no
Salini Impregilo,de.it,0.0,2,84,0.0,0.0,no,no,no,no
Salini Impregilo,de.fr,0.23529411764705882,2,64,100.0,3.125,yes,no,no,no
Salini Impregilo,de.en,0.0,2,12,0.0,0.0,no,no,no,no
Salini Impregilo,it.fr,0.6666666666666666,84,64,23.809523809523807,31.25,yes,yes,yes,yes
Salini Impregilo,it.en,0.0,84,12,0.0,0.0,no,no,no,no
Salini Impregilo,fr.en,0.3181818181818182,64,12,6.25,33.33333333333333,yes,no,no,no
Nobile T.34 Roma,de.it,0.625,18,20,61.111111111111114,55.00000000000001,yes,yes,yes,yes
Nobile T.34 Roma,de.fr,0.5555555555555556,18,18,55.55555555555556,55.55555555555556,yes,yes,yes,yes
Nobile T.34 Roma,de.en,0.23076923076923078,18,15,33.33333333333333,40.0,yes,no,no,no
Nobile T.34 Roma,it.fr,0.6666666666666666,20,18,70.0,77.77777777777779,yes,yes,yes,yes
Nobile T.34 Roma,it.en,0.07692307692307693,20,15,10.0,13.333333333333334,yes,no,no,no
Nobile T.34 Roma,fr.en,0.21951219512195122,18,15,22.22222222222222,26.666666666666668,yes,no,no,no
