it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.16666666666666666,0.18518518518518517,0.21739130434782608,0.15384615384615385,0.08333333333333333,0.0,0.0,0.04,0.0975609756097561,0.0,0.05714285714285714,0.0,0.09375,0.06451612903225806,0.04081632653061224,0.0,0.06666666666666667,0.07317073170731707,0.0,0.1724137931034483
2,0.075,0.11904761904761904,0.22857142857142856,0.18421052631578946,0.07894736842105263,0.023809523809523808,0.02,0.07894736842105263,0.07142857142857142,0.0,0.04,0.0,0.08695652173913043,0.043478260869565216,0.06451612903225806,0.0,0.06818181818181818,0.03508771929824561,0.0,0.11363636363636363
3,0.09523809523809523,0.125,0.15,0.08695652173913043,0.10526315789473684,0.0,0.0,0.0,0.02564102564102564,0.0,0.03225806451612903,0.0,0.034482758620689655,0.07692307692307693,0.045454545454545456,0.0,0.125,0.05405405405405406,0.0,0.07407407407407407
4,0.05555555555555555,0.0,0.05555555555555555,0.05,0.0625,0.0,0.0,0.21428571428571427,0.09090909090909091,0.0,0.037037037037037035,0.0,0.0,0.043478260869565216,0.024390243902439025,0.0,0.0,0.0,0.0,0.041666666666666664
5,0.15384615384615385,0.11764705882352941,0.15384615384615385,0.0625,0.18181818181818182,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.047619047619047616,0.1111111111111111,0.05555555555555555,0.0,0.11764705882352941,0.06896551724137931,0.0,0.10526315789473684
6,0.1875,0.15,0.1875,0.10526315789473684,0.21428571428571427,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.05,0.0,0.09523809523809523,0.06060606060606061,0.0,0.13636363636363635
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.02702702702702703,0.0,0.0,0.0,0.030303030303030304,0.16666666666666666,0.03225806451612903,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.1276595744680851,0.023809523809523808,0.01639344262295082,0.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.05172413793103448,0.0,0.0
10,0.0,0.02631578947368421,0.029411764705882353,0.05714285714285714,0.03125,0.0,0.0,0.0,0.04,0.0,0.047619047619047616,0.0,0.024390243902439025,0.05263157894736842,0.017543859649122806,0.0,0.0,0.02,0.0,0.025
11,0.15,0.08,0.09523809523809523,0.041666666666666664,0.10526315789473684,0.045454545454545456,0.03333333333333333,0.05,0.05263157894736842,0.0,0.0,0.0,0.034482758620689655,0.12,0.09523809523809523,0.0,0.08,0.05405405405405406,0.0,0.07407407407407407
12,0.10714285714285714,0.09375,0.10714285714285714,0.03125,0.07407407407407407,0.0,0.0,0.03571428571428571,0.09090909090909091,0.0,0.0,0.0,0.08571428571428572,0.058823529411764705,0.08,0.0,0.09375,0.044444444444444446,0.0,0.08823529411764706
13,0.10526315789473684,0.08695652173913043,0.10526315789473684,0.045454545454545456,0.11764705882352941,0.05,0.03571428571428571,0.05555555555555555,0.05555555555555555,0.0,0.1111111111111111,0.0,0.037037037037037035,0.13043478260869565,0.07317073170731707,0.0,0.08695652173913043,0.08823529411764706,0.0,0.08
14,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.03225806451612903,0.047619047619047616,0.025,0.0,0.06451612903225806,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0
15,0.125,0.1111111111111111,0.125,0.08571428571428572,0.0625,0.02857142857142857,0.023255813953488372,0.030303030303030304,0.06,0.0,0.0975609756097561,0.0,0.13157894736842105,0.1388888888888889,0.1568627450980392,0.0,0.05263157894736842,0.061224489795918366,0.0,0.10526315789473684
