de.en,1,2,3,4,5,6,7,8,9,10,11
1,0.038461538461538464,0.0625,0.3333333333333333,0.04878048780487805,0.0,0.02857142857142857,0.0,0.0,0.0,0.022727272727272728,0.0
2,0.0,0.0,0.0,0.19444444444444445,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.07407407407407407,0.11764705882352941,0.047619047619047616,0.022727272727272728,0.045454545454545456,0.02702702702702703,0.0,0.0,0.0,0.044444444444444446,0.0
5,0.0,0.0,0.1,0.022727272727272728,0.0,0.0,0.0,0.0,0.04,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.037037037037037035,0.058823529411764705,0.23529411764705882,0.047619047619047616,0.0,0.027777777777777776,0.0,0.0,0.0,0.022222222222222223,0.0
8,0.2777777777777778,0.08333333333333333,0.23076923076923078,0.05405405405405406,0.0,0.03225806451612903,0.0,0.0,0.0,0.025,0.0
9,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0
13,0.10526315789473684,0.1,0.07692307692307693,0.027777777777777776,0.0,0.034482758620689655,0.0,0.0,0.0,0.02631578947368421,0.0
14,0.0,0.0,0.16666666666666666,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.13043478260869565,0.14285714285714285,0.11764705882352941,0.024390243902439025,0.0,0.029411764705882353,0.0,0.0,0.0,0.047619047619047616,0.0
16,0.0625,0.043478260869565216,0.08,0.02040816326530612,0.0,0.023809523809523808,0.0,0.0,0.0,0.0196078431372549,0.0
17,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.045454545454545456,0.0,0.0,0.02631578947368421,0.0,0.03225806451612903,0.0,0.0,0.0,0.025,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.05,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0
27,0.08695652173913043,0.15384615384615385,0.058823529411764705,0.025,0.0,0.030303030303030304,0.0,0.0,0.0,0.04878048780487805,0.0
28,0.041666666666666664,0.07142857142857142,0.058823529411764705,0.025,0.0,0.0625,0.0,0.0,0.0,0.023809523809523808,0.0
29,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.027777777777777776,0.038461538461538464,0.07142857142857142,0.17777777777777778,0.0,0.022222222222222223,0.0,0.0,0.0,0.018518518518518517,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
35,0.05555555555555555,0.125,0.09090909090909091,0.029411764705882353,0.0,0.037037037037037035,0.0,0.0,0.0,0.027777777777777776,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.06060606060606061,0.0,0.07692307692307693,0.0,0.0,0.0,0.027777777777777776,0.0
39,0.0,0.0,0.038461538461538464,0.13636363636363635,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0
41,0.0,0.0,0.0,0.0625,0.0,0.08,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.08333333333333333,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0
44,0.0,0.0,0.0,0.027777777777777776,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.07142857142857142,0.034482758620689655,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.05263157894736842,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05263157894736842,0.0,0.0
48,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0
49,0.0,0.0,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.15789473684210525,0.04,0.0,0.0425531914893617,0.0
51,0.0,0.0,0.0,0.029411764705882353,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
52,0.03125,0.045454545454545456,0.08333333333333333,0.020833333333333332,0.0,0.024390243902439025,0.0,0.037037037037037035,0.034482758620689655,0.04081632653061224,0.18181818181818182
